QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2004Q02,Non-Operation Income,Gifts and Dotions,,,19000,
2004Q02,Non-Operation Income,Interest,,,57000,
2004Q02,Non-Operation Income,Other Income,,,665,
2004Q02,Non-Operation Income,Rental,,,760000,
2004Q02,Sales Revenue,Hot Blanket,,,37506,20000
2004Q02,Sales Revenue,Kitty Box,,,140647.5,30000
2004Q02,Sales Revenue,Maxi Dog,,,187530,20000
2004Q02,Sales Revenue,Muis Huis,,,562590,5000
2004Q02,Sales Revenue,Water Jug,,,937.65,2e+05
2004Q01,Cost of Sales,Hot Blanket,,,54.6,12000
2004Q01,Cost of Sales,Kitty Box,,,364,30000
2004Q01,Cost of Sales,Maxi Dog,,,637,15000
2004Q01,Cost of Sales,Muis Huis,,,546,4000
2004Q01,Cost of Sales,Water Jug,,,3.64,180000
2004Q01,EXPENSES,Adminstrative,Depreciation,,7.8e+07,
2004Q01,EXPENSES,Adminstrative,Insurance,,16900000,
2004Q01,EXPENSES,Adminstrative,Meals and entertainment,,390000,
2004Q01,EXPENSES,Adminstrative,Outside services,,19500000,
2004Q01,EXPENSES,Adminstrative,Rent,,130000,
2004Q01,EXPENSES,Adminstrative,Repairs and maintence,,10400000,
2004Q01,EXPENSES,Adminstrative,Supplies,,520000,
2004Q01,EXPENSES,Adminstrative,Telephone,,1.3e+07,
2004Q01,EXPENSES,Adminstrative,Utilities,,24700000,
2004Q01,EXPENSES,Adminstrative,Wages and salaries,,3.9e+07,
2004Q01,EXPENSES,Adminstrative,Web site consultancy,,520000,
2004Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,260000,
2004Q01,EXPENSES,Adminstrative,Web site maintence,,5200,
2004Q01,EXPENSES,Development,Patents,,78000,
2004Q01,EXPENSES,Development,Technology Rental,,390000,
2004Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,312000,
2004Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,31200000,
2004Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,520000,
2004Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,39000,
2004Q01,Non-Operation Income,Gifts and Dotions,,,26000,
2004Q01,Non-Operation Income,Interest,,,78000,
2004Q01,Non-Operation Income,Other Income,,,910,
2004Q01,Non-Operation Income,Rental,,,1040000,
2004Q01,Sales Revenue,Hot Blanket,,,36630,20000
2004Q01,Sales Revenue,Kitty Box,,,137362.5,30000
2004Q01,Sales Revenue,Maxi Dog,,,183150,20000
2004Q01,Sales Revenue,Muis Huis,,,549450,5000
2004Q01,Sales Revenue,Water Jug,,,915.75,2e+05
2003Q04,Cost of Sales,Hot Blanket,,,1372.2,12000
2003Q04,Cost of Sales,Kitty Box,,,9148,30000
2003Q04,Cost of Sales,Maxi Dog,,,16009,15000
2003Q04,Cost of Sales,Muis Huis,,,13722,4000
2003Q04,Cost of Sales,Water Jug,,,91.48,180000
2003Q04,EXPENSES,Adminstrative,Depreciation,,4.8e+07,
2003Q04,EXPENSES,Adminstrative,Insurance,,10400000,
2003Q04,EXPENSES,Adminstrative,Meals and entertainment,,240000,
2003Q04,EXPENSES,Adminstrative,Outside services,,1.2e+07,
2003Q04,EXPENSES,Adminstrative,Rent,,80000,
2003Q04,EXPENSES,Adminstrative,Repairs and maintence,,6400000,
2003Q04,EXPENSES,Adminstrative,Supplies,,320000,
2003Q04,EXPENSES,Adminstrative,Telephone,,8e+06,
2003Q04,EXPENSES,Adminstrative,Utilities,,15200000,
2003Q04,EXPENSES,Adminstrative,Wages and salaries,,2.4e+07,
2003Q04,EXPENSES,Adminstrative,Web site consultancy,,320000,
2003Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,160000,
2003Q04,EXPENSES,Adminstrative,Web site maintence,,3200,
2003Q04,EXPENSES,Development,Patents,,48000,
2003Q04,EXPENSES,Development,Technology Rental,,240000,
2003Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,192000,
2003Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,19200000,
2003Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,320000,
2003Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,24000,
2003Q04,Non-Operation Income,Gifts and Dotions,,,16000,
2003Q04,Non-Operation Income,Interest,,,48000,
2003Q04,Non-Operation Income,Other Income,,,560,
2003Q04,Non-Operation Income,Rental,,,640000,
2003Q04,Sales Revenue,Hot Blanket,,,38952,20000
2003Q04,Sales Revenue,Kitty Box,,,146070,30000
2003Q04,Sales Revenue,Maxi Dog,,,194760,20000
2003Q04,Sales Revenue,Muis Huis,,,584280,5000
2003Q04,Sales Revenue,Water Jug,,,973.8,2e+05
2003Q03,Cost of Sales,Hot Blanket,,,1562.1,12000
2003Q03,Cost of Sales,Kitty Box,,,10414,30000
2003Q03,Cost of Sales,Maxi Dog,,,18224.5,15000
2003Q03,Cost of Sales,Muis Huis,,,15621,4000
2003Q03,Cost of Sales,Water Jug,,,104.14,180000
2003Q03,EXPENSES,Adminstrative,Depreciation,,4.2e+07,
2003Q03,EXPENSES,Adminstrative,Insurance,,9100000,
2003Q03,EXPENSES,Adminstrative,Meals and entertainment,,210000,
2003Q03,EXPENSES,Adminstrative,Outside services,,10500000,
2003Q03,EXPENSES,Adminstrative,Rent,,70000,
2003Q03,EXPENSES,Adminstrative,Repairs and maintence,,5600000,
2003Q03,EXPENSES,Adminstrative,Supplies,,280000,
2003Q03,EXPENSES,Adminstrative,Telephone,,7e+06,
2003Q03,EXPENSES,Adminstrative,Utilities,,13300000,
2003Q03,EXPENSES,Adminstrative,Wages and salaries,,2.1e+07,
2003Q03,EXPENSES,Adminstrative,Web site consultancy,,280000,
2003Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,140000,
2003Q03,EXPENSES,Adminstrative,Web site maintence,,2800,
2003Q03,EXPENSES,Development,Patents,,42000,
2003Q03,EXPENSES,Development,Technology Rental,,210000,
2003Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,168000,
2003Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,16800000,
2003Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,280000,
2003Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,21000,
2003Q03,Non-Operation Income,Gifts and Dotions,,,14000,
2003Q03,Non-Operation Income,Interest,,,42000,
2003Q03,Non-Operation Income,Other Income,,,490,
2003Q03,Non-Operation Income,Rental,,,560000,
2003Q03,Sales Revenue,Hot Blanket,,,35624,20000
2003Q03,Sales Revenue,Kitty Box,,,133590,30000
2003Q03,Sales Revenue,Maxi Dog,,,178120,20000
2003Q03,Sales Revenue,Muis Huis,,,534360,5000
2003Q03,Sales Revenue,Water Jug,,,890.6,2e+05
2003Q02,Cost of Sales,Hot Blanket,,,1734.9,12000
2003Q02,Cost of Sales,Kitty Box,,,11566,30000
2003Q02,Cost of Sales,Maxi Dog,,,20240.5,15000
2003Q02,Cost of Sales,Muis Huis,,,17349,4000
2003Q02,Cost of Sales,Water Jug,,,115.66,180000
2003Q02,EXPENSES,Adminstrative,Depreciation,,2.1e+07,
2003Q02,EXPENSES,Adminstrative,Insurance,,4550000,
2003Q02,EXPENSES,Adminstrative,Meals and entertainment,,105000,
2003Q02,EXPENSES,Adminstrative,Outside services,,5250000,
2003Q02,EXPENSES,Adminstrative,Rent,,35000,
2003Q02,EXPENSES,Adminstrative,Repairs and maintence,,2800000,
2003Q02,EXPENSES,Adminstrative,Supplies,,140000,
2003Q02,EXPENSES,Adminstrative,Telephone,,3500000,
2003Q02,EXPENSES,Adminstrative,Utilities,,6650000,
2003Q02,EXPENSES,Adminstrative,Wages and salaries,,10500000,
2003Q02,EXPENSES,Adminstrative,Web site consultancy,,140000,
2003Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,70000,
2003Q02,EXPENSES,Adminstrative,Web site maintence,,1400,
2003Q02,EXPENSES,Development,Patents,,21000,
2003Q02,EXPENSES,Development,Technology Rental,,105000,
2003Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,84000,
2003Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,8400000,
2003Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,140000,
2003Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,10500,
2003Q02,Non-Operation Income,Gifts and Dotions,,,7000,
2003Q02,Non-Operation Income,Interest,,,21000,
2003Q02,Non-Operation Income,Other Income,,,245,
2003Q02,Non-Operation Income,Rental,,,280000,
2003Q02,Sales Revenue,Hot Blanket,,,39924,20000
2003Q02,Sales Revenue,Kitty Box,,,149715,30000
2003Q02,Sales Revenue,Maxi Dog,,,199620,20000
2003Q02,Sales Revenue,Muis Huis,,,598860,5000
2003Q02,Sales Revenue,Water Jug,,,998.1,2e+05
2003Q01,Cost of Sales,Hot Blanket,,,1635.6,12000
2003Q01,Cost of Sales,Kitty Box,,,10904,30000
2003Q01,Cost of Sales,Maxi Dog,,,19082,15000
2003Q01,Cost of Sales,Muis Huis,,,16356,4000
2003Q01,Cost of Sales,Water Jug,,,109.04,180000
2003Q01,EXPENSES,Adminstrative,Depreciation,,1.41e+08,
2003Q01,EXPENSES,Adminstrative,Insurance,,30550000,
2003Q01,EXPENSES,Adminstrative,Meals and entertainment,,705000,
2003Q01,EXPENSES,Adminstrative,Outside services,,35250000,
2003Q01,EXPENSES,Adminstrative,Rent,,235000,
2003Q01,EXPENSES,Adminstrative,Repairs and maintence,,18800000,
2003Q01,EXPENSES,Adminstrative,Supplies,,940000,
2003Q01,EXPENSES,Adminstrative,Telephone,,23500000,
2003Q01,EXPENSES,Adminstrative,Utilities,,44650000,
2003Q01,EXPENSES,Adminstrative,Wages and salaries,,70500000,
2003Q01,EXPENSES,Adminstrative,Web site consultancy,,940000,
2003Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,470000,
2003Q01,EXPENSES,Adminstrative,Web site maintence,,9400,
2003Q01,EXPENSES,Development,Patents,,141000,
2003Q01,EXPENSES,Development,Technology Rental,,705000,
2003Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,564000,
2003Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,56400000,
2003Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,940000,
2003Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,70500,
2003Q01,Non-Operation Income,Gifts and Dotions,,,47000,
2003Q01,Non-Operation Income,Interest,,,141000,
2003Q01,Non-Operation Income,Other Income,,,1645,
2003Q01,Non-Operation Income,Rental,,,1880000,
2003Q01,Sales Revenue,Hot Blanket,,,38512,20000
2003Q01,Sales Revenue,Kitty Box,,,144420,30000
2003Q01,Sales Revenue,Maxi Dog,,,192560,20000
2003Q01,Sales Revenue,Muis Huis,,,577680,5000
2003Q01,Sales Revenue,Water Jug,,,962.8,2e+05
2002Q04,Cost of Sales,Hot Blanket,,,1399.5,12000
2002Q04,Cost of Sales,Kitty Box,,,9330,30000
2002Q04,Cost of Sales,Maxi Dog,,,16327.5,15000
2002Q04,Cost of Sales,Muis Huis,,,13995,4000
2002Q04,Cost of Sales,Water Jug,,,93.3,180000
2002Q04,EXPENSES,Adminstrative,Depreciation,,0,
2002Q04,EXPENSES,Adminstrative,Insurance,,0,
2002Q04,EXPENSES,Adminstrative,Meals and entertainment,,0,
2002Q04,EXPENSES,Adminstrative,Outside services,,0,
2002Q04,EXPENSES,Adminstrative,Rent,,0,
2002Q04,EXPENSES,Adminstrative,Repairs and maintence,,0,
2002Q04,EXPENSES,Adminstrative,Supplies,,0,
2002Q04,EXPENSES,Adminstrative,Telephone,,0,
2002Q04,EXPENSES,Adminstrative,Utilities,,0,
2002Q04,EXPENSES,Adminstrative,Wages and salaries,,0,
2002Q04,EXPENSES,Adminstrative,Web site consultancy,,0,
2002Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,0,
2002Q04,EXPENSES,Adminstrative,Web site maintence,,0,
2002Q04,EXPENSES,Development,Patents,,0,
2002Q04,EXPENSES,Development,Technology Rental,,0,
2002Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,0,
2002Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,0,
2002Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,0,
2002Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,0,
2002Q04,Non-Operation Income,Gifts and Dotions,,,0,
2002Q04,Non-Operation Income,Interest,,,0,
2002Q04,Non-Operation Income,Other Income,,,0,
2002Q04,Non-Operation Income,Rental,,,0,
2002Q04,Sales Revenue,Hot Blanket,,,9866,20000
2002Q04,Sales Revenue,Kitty Box,,,36997.5,30000
2002Q04,Sales Revenue,Maxi Dog,,,49330,20000
2002Q04,Sales Revenue,Muis Huis,,,147990,5000
2002Q04,Sales Revenue,Water Jug,,,246.65,2e+05
2002Q03,Cost of Sales,Hot Blanket,,,110.1,12000
2002Q03,Cost of Sales,Kitty Box,,,734,30000
2002Q03,Cost of Sales,Maxi Dog,,,1284.5,15000
2002Q03,Cost of Sales,Muis Huis,,,1101,4000
2002Q03,Cost of Sales,Water Jug,,,7.34,180000
2002Q03,EXPENSES,Adminstrative,Depreciation,,9.9e+07,
2002Q03,EXPENSES,Adminstrative,Insurance,,21450000,
2002Q03,EXPENSES,Adminstrative,Meals and entertainment,,495000,
2002Q03,EXPENSES,Adminstrative,Outside services,,24750000,
2002Q03,EXPENSES,Adminstrative,Rent,,165000,
2002Q03,EXPENSES,Adminstrative,Repairs and maintence,,13200000,
2002Q03,EXPENSES,Adminstrative,Supplies,,660000,
2002Q03,EXPENSES,Adminstrative,Telephone,,16500000,
2002Q03,EXPENSES,Adminstrative,Utilities,,31350000,
2002Q03,EXPENSES,Adminstrative,Wages and salaries,,49500000,
2002Q03,EXPENSES,Adminstrative,Web site consultancy,,660000,
2002Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,330000,
2002Q03,EXPENSES,Adminstrative,Web site maintence,,6600,
2002Q03,EXPENSES,Development,Patents,,99000,
2002Q03,EXPENSES,Development,Technology Rental,,495000,
2002Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,396000,
2002Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,39600000,
2002Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,660000,
2002Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,49500,
2002Q03,Non-Operation Income,Gifts and Dotions,,,33000,
2002Q03,Non-Operation Income,Interest,,,99000,
2002Q03,Non-Operation Income,Other Income,,,1155,
2002Q03,Non-Operation Income,Rental,,,1320000,
2002Q03,Sales Revenue,Hot Blanket,,,27406,20000
2002Q03,Sales Revenue,Kitty Box,,,102772.5,30000
2002Q03,Sales Revenue,Maxi Dog,,,137030,20000
2002Q03,Sales Revenue,Muis Huis,,,411090,5000
2002Q03,Sales Revenue,Water Jug,,,685.15,2e+05
2002Q02,Cost of Sales,Hot Blanket,,,2220,12000
2002Q02,Cost of Sales,Kitty Box,,,14800,30000
2002Q02,Cost of Sales,Maxi Dog,,,25900,15000
2002Q02,Cost of Sales,Muis Huis,,,22200,4000
2002Q02,Cost of Sales,Water Jug,,,148,180000
2002Q02,EXPENSES,Adminstrative,Depreciation,,1.35e+08,
2002Q02,EXPENSES,Adminstrative,Insurance,,29250000,
2002Q02,EXPENSES,Adminstrative,Meals and entertainment,,675000,
2002Q02,EXPENSES,Adminstrative,Outside services,,33750000,
2002Q02,EXPENSES,Adminstrative,Rent,,225000,
2002Q02,EXPENSES,Adminstrative,Repairs and maintence,,1.8e+07,
2002Q02,EXPENSES,Adminstrative,Supplies,,9e+05,
2002Q02,EXPENSES,Adminstrative,Telephone,,22500000,
2002Q02,EXPENSES,Adminstrative,Utilities,,42750000,
2002Q02,EXPENSES,Adminstrative,Wages and salaries,,67500000,
2002Q02,EXPENSES,Adminstrative,Web site consultancy,,9e+05,
2002Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,450000,
2002Q02,EXPENSES,Adminstrative,Web site maintence,,9000,
2002Q02,EXPENSES,Development,Patents,,135000,
2002Q02,EXPENSES,Development,Technology Rental,,675000,
2002Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,540000,
2002Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,5.4e+07,
2002Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,9e+05,
2002Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,67500,
2002Q02,Non-Operation Income,Gifts and Dotions,,,45000,
2002Q02,Non-Operation Income,Interest,,,135000,
2002Q02,Non-Operation Income,Other Income,,,1575,
2002Q02,Non-Operation Income,Rental,,,1800000,
2002Q02,Sales Revenue,Hot Blanket,,,17840,20000
2002Q02,Sales Revenue,Kitty Box,,,66900,30000
2002Q02,Sales Revenue,Maxi Dog,,,89200,20000
2002Q02,Sales Revenue,Muis Huis,,,267600,5000
2002Q02,Sales Revenue,Water Jug,,,446,2e+05
2002Q01,Cost of Sales,Hot Blanket,,,918.6,12000
2002Q01,Cost of Sales,Kitty Box,,,6124,30000
2002Q01,Cost of Sales,Maxi Dog,,,10717,15000
2002Q01,Cost of Sales,Muis Huis,,,9186,4000
2002Q01,Cost of Sales,Water Jug,,,61.24,180000
2002Q01,EXPENSES,Adminstrative,Depreciation,,3.9e+07,
2002Q01,EXPENSES,Adminstrative,Insurance,,8450000,
2002Q01,EXPENSES,Adminstrative,Meals and entertainment,,195000,
2002Q01,EXPENSES,Adminstrative,Outside services,,9750000,
2002Q01,EXPENSES,Adminstrative,Rent,,65000,
2002Q01,EXPENSES,Adminstrative,Repairs and maintence,,5200000,
2002Q01,EXPENSES,Adminstrative,Supplies,,260000,
2002Q01,EXPENSES,Adminstrative,Telephone,,6500000,
2002Q01,EXPENSES,Adminstrative,Utilities,,12350000,
2002Q01,EXPENSES,Adminstrative,Wages and salaries,,19500000,
2002Q01,EXPENSES,Adminstrative,Web site consultancy,,260000,
2002Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,130000,
2002Q01,EXPENSES,Adminstrative,Web site maintence,,2600,
2002Q01,EXPENSES,Development,Patents,,39000,
2002Q01,EXPENSES,Development,Technology Rental,,195000,
2002Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,156000,
2002Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,15600000,
2002Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,260000,
2002Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,19500,
2002Q01,Non-Operation Income,Gifts and Dotions,,,13000,
2002Q01,Non-Operation Income,Interest,,,39000,
2002Q01,Non-Operation Income,Other Income,,,455,
2002Q01,Non-Operation Income,Rental,,,520000,
2002Q01,Sales Revenue,Hot Blanket,,,2564,20000
2002Q01,Sales Revenue,Kitty Box,,,9615,30000
2002Q01,Sales Revenue,Maxi Dog,,,12820,20000
2002Q01,Sales Revenue,Muis Huis,,,38460,5000
2002Q01,Sales Revenue,Water Jug,,,64.1,2e+05
2001Q04,Cost of Sales,Hot Blanket,,,372,12000
2001Q04,Cost of Sales,Kitty Box,,,2480,30000
2001Q04,Cost of Sales,Maxi Dog,,,4340,15000
2001Q04,Cost of Sales,Muis Huis,,,3720,4000
2001Q04,Cost of Sales,Water Jug,,,24.8,180000
2001Q04,EXPENSES,Adminstrative,Depreciation,,0,
2001Q04,EXPENSES,Adminstrative,Insurance,,0,
2001Q04,EXPENSES,Adminstrative,Meals and entertainment,,0,
2001Q04,EXPENSES,Adminstrative,Outside services,,0,
2001Q04,EXPENSES,Adminstrative,Rent,,0,
2001Q04,EXPENSES,Adminstrative,Repairs and maintence,,0,
2001Q04,EXPENSES,Adminstrative,Supplies,,0,
2001Q04,EXPENSES,Adminstrative,Telephone,,0,
2001Q04,EXPENSES,Adminstrative,Utilities,,0,
2001Q04,EXPENSES,Adminstrative,Wages and salaries,,0,
2001Q04,EXPENSES,Adminstrative,Web site consultancy,,0,
2001Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,0,
2001Q04,EXPENSES,Adminstrative,Web site maintence,,0,
2001Q04,EXPENSES,Development,Patents,,0,
2001Q04,EXPENSES,Development,Technology Rental,,0,
2001Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,0,
2001Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,0,
2001Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,0,
2001Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,0,
2001Q04,Non-Operation Income,Gifts and Dotions,,,0,
2001Q04,Non-Operation Income,Interest,,,0,
2001Q04,Non-Operation Income,Other Income,,,0,
2001Q04,Non-Operation Income,Rental,,,0,
2001Q04,Sales Revenue,Hot Blanket,,,350,20000
2001Q04,Sales Revenue,Kitty Box,,,1312.5,30000
2001Q04,Sales Revenue,Maxi Dog,,,1750,20000
2001Q04,Sales Revenue,Muis Huis,,,5250,5000
2001Q04,Sales Revenue,Water Jug,,,8.75,2e+05
2001Q03,Cost of Sales,Hot Blanket,,,1565.4,12000
2001Q03,Cost of Sales,Kitty Box,,,10436,30000
2001Q03,Cost of Sales,Maxi Dog,,,18263,15000
2001Q03,Cost of Sales,Muis Huis,,,15654,4000
2001Q03,Cost of Sales,Water Jug,,,104.36,180000
2001Q03,EXPENSES,Adminstrative,Depreciation,,1.05e+08,
2001Q03,EXPENSES,Adminstrative,Insurance,,22750000,
2001Q03,EXPENSES,Adminstrative,Meals and entertainment,,525000,
2001Q03,EXPENSES,Adminstrative,Outside services,,26250000,
2001Q03,EXPENSES,Adminstrative,Rent,,175000,
2001Q03,EXPENSES,Adminstrative,Repairs and maintence,,1.4e+07,
2001Q03,EXPENSES,Adminstrative,Supplies,,7e+05,
2001Q03,EXPENSES,Adminstrative,Telephone,,17500000,
2001Q03,EXPENSES,Adminstrative,Utilities,,33250000,
2001Q03,EXPENSES,Adminstrative,Wages and salaries,,52500000,
2001Q03,EXPENSES,Adminstrative,Web site consultancy,,7e+05,
2001Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,350000,
2001Q03,EXPENSES,Adminstrative,Web site maintence,,7000,
2001Q03,EXPENSES,Development,Patents,,105000,
2001Q03,EXPENSES,Development,Technology Rental,,525000,
2001Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,420000,
2001Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,4.2e+07,
2001Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,7e+05,
2001Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,52500,
2001Q03,Non-Operation Income,Gifts and Dotions,,,35000,
2001Q03,Non-Operation Income,Interest,,,105000,
2001Q03,Non-Operation Income,Other Income,,,1225,
2001Q03,Non-Operation Income,Rental,,,1400000,
2001Q03,Sales Revenue,Hot Blanket,,,32258,20000
2001Q03,Sales Revenue,Kitty Box,,,120967.5,30000
2001Q03,Sales Revenue,Maxi Dog,,,161290,20000
2001Q03,Sales Revenue,Muis Huis,,,483870,5000
2001Q03,Sales Revenue,Water Jug,,,806.45,2e+05
2001Q02,Cost of Sales,Hot Blanket,,,155.4,12000
2001Q02,Cost of Sales,Kitty Box,,,1036,30000
2001Q02,Cost of Sales,Maxi Dog,,,1813,15000
2001Q02,Cost of Sales,Muis Huis,,,1554,4000
2001Q02,Cost of Sales,Water Jug,,,10.36,180000
2001Q02,EXPENSES,Adminstrative,Depreciation,,1.5e+07,
2001Q02,EXPENSES,Adminstrative,Insurance,,3250000,
2001Q02,EXPENSES,Adminstrative,Meals and entertainment,,75000,
2001Q02,EXPENSES,Adminstrative,Outside services,,3750000,
2001Q02,EXPENSES,Adminstrative,Rent,,25000,
2001Q02,EXPENSES,Adminstrative,Repairs and maintence,,2e+06,
2001Q02,EXPENSES,Adminstrative,Supplies,,1e+05,
2001Q02,EXPENSES,Adminstrative,Telephone,,2500000,
2001Q02,EXPENSES,Adminstrative,Utilities,,4750000,
2001Q02,EXPENSES,Adminstrative,Wages and salaries,,7500000,
2001Q02,EXPENSES,Adminstrative,Web site consultancy,,1e+05,
2001Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,50000,
2001Q02,EXPENSES,Adminstrative,Web site maintence,,1000,
2001Q02,EXPENSES,Development,Patents,,15000,
2001Q02,EXPENSES,Development,Technology Rental,,75000,
2001Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,60000,
2001Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,6e+06,
2001Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,1e+05,
2001Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,7500,
2001Q02,Non-Operation Income,Gifts and Dotions,,,5000,
2001Q02,Non-Operation Income,Interest,,,15000,
2001Q02,Non-Operation Income,Other Income,,,175,
2001Q02,Non-Operation Income,Rental,,,2e+05,
2001Q02,Sales Revenue,Hot Blanket,,,34222,20000
2001Q02,Sales Revenue,Kitty Box,,,128332.5,30000
2001Q02,Sales Revenue,Maxi Dog,,,171110,20000
2001Q02,Sales Revenue,Muis Huis,,,513330,5000
2001Q02,Sales Revenue,Water Jug,,,855.55,2e+05
2001Q01,Cost of Sales,Hot Blanket,,,109.8,12000
2001Q01,Cost of Sales,Kitty Box,,,732,30000
2001Q01,Cost of Sales,Maxi Dog,,,1281,15000
2001Q01,Cost of Sales,Muis Huis,,,1098,4000
2001Q01,Cost of Sales,Water Jug,,,7.32,180000
2001Q01,EXPENSES,Adminstrative,Depreciation,,6e+06,
2001Q01,EXPENSES,Adminstrative,Insurance,,1300000,
2001Q01,EXPENSES,Adminstrative,Meals and entertainment,,30000,
2001Q01,EXPENSES,Adminstrative,Outside services,,1500000,
2001Q01,EXPENSES,Adminstrative,Rent,,10000,
2001Q01,EXPENSES,Adminstrative,Repairs and maintence,,8e+05,
2001Q01,EXPENSES,Adminstrative,Supplies,,40000,
2001Q01,EXPENSES,Adminstrative,Telephone,,1e+06,
2001Q01,EXPENSES,Adminstrative,Utilities,,1900000,
2001Q01,EXPENSES,Adminstrative,Wages and salaries,,3e+06,
2001Q01,EXPENSES,Adminstrative,Web site consultancy,,40000,
2001Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,20000,
2001Q01,EXPENSES,Adminstrative,Web site maintence,,400,
2001Q01,EXPENSES,Development,Patents,,6000,
2001Q01,EXPENSES,Development,Technology Rental,,30000,
2001Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,24000,
2001Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,2400000,
2001Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,40000,
2001Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,3000,
2001Q01,Non-Operation Income,Gifts and Dotions,,,2000,
2001Q01,Non-Operation Income,Interest,,,6000,
2001Q01,Non-Operation Income,Other Income,,,70,
2001Q01,Non-Operation Income,Rental,,,80000,
2001Q01,Sales Revenue,Hot Blanket,,,2652,20000
2001Q01,Sales Revenue,Kitty Box,,,9945,30000
2001Q01,Sales Revenue,Maxi Dog,,,13260,20000
2001Q01,Sales Revenue,Muis Huis,,,39780,5000
2001Q01,Sales Revenue,Water Jug,,,66.3,2e+05
2000Q04,Cost of Sales,Hot Blanket,,,2065.8,12000
2000Q04,Cost of Sales,Kitty Box,,,13772,30000
